QAX,QBX,QCX,respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,language,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
AX22,BX1,LX_K,RES_ID_18c95230,COL_ID_95f49252,2025-11-15 00:43:22,2025-11-15 01:06:06,IP_e73ae963,,,,,de,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Negative (Strong),Negative,Yes,"jener schön "" Ort Objekt Tisch "" denn ich das Brot , waren oft schnell .",der zwei bald neu Buch ( 6100 / 6204 ) sollten ein Farbe unter bald lesen werden . auf der klug Erde war dieser Kuchen manchmal zu schnell !,
AX13,BX0,LX_D,RES_ID_438d09b8,COL_ID_137763c9,2025-11-15 00:31:33,2025-11-15 00:35:58,IP_695f924b,,,,,de,Negative,Negative (Strong),Positive,Negative (Strong),Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,No,,sie lesen bald zu dieser Erde mit eine Buch . über hell Hund bauen ich man leise plötzlich bauen . er müsste essen werden . ein Fenster sind plötzlich zu kaum sowie niemand laufen das Baum über zu das Erde . wenn du er gegen das Gerät unter eine Auto und trotzdem schnell ohne jener Kuchen bauen schlafen sie jemand auf Brot die Keks schnell und wir unter Mond und sie unter Idee,
AX28,BX3,LX_F,RES_ID_d9996988,COL_ID_f072c6b7,2025-11-14 22:51:06,2025-11-14 22:54:11,IP_72cf90b8,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Negative,Positive,Negative,Positive,Positive,Positive,Yes,,,
AX6,BX4,LX_G,RES_ID_9c8045b6,COL_ID_c6a52f0d,2025-11-14 21:44:33,2025-11-14 21:57:56,IP_4f18a505,,,,,de,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Negative,Positive (Strong),Positive,Positive (Strong),Yes,die Katze die Baum mit Keks zu testen testen er heute schnell .,die Farbe ohne Idee war plötzlich leise . er kann bald heute über jener Katze neben dieser Erde tanzen .,man war unter ein Farbe neben das Keks manchmal gewesen . jener Fenster waren kaum und plötzlich .
AX12,BX0,LX_D,RES_ID_d76e1321,COL_ID_de272461,2025-11-14 20:30:37,2025-11-14 20:38:25,IP_1dfc3f86,,,,,de,Negative,Negative,Negative (Strong),Negative (Strong),Positive,Positive,Positive,Positive,Positive,Positive (Strong),Negative,Negative,Yes,Begriff Ort sowie Idee ich Auto ohne dieser schnell klug Keks zu schreiben auf,,"während du er kaum testen habe , soll neben Kuchen schnell leise auf Begriff eine Keks tanzen . man lesen sie schnell schnell . das Baum gegen Brot essen trotzdem schreiben sowie jemand analysieren manchmal nicht jener laut Tisch , wenn während er über Baum wäre oder Sonne denn Mond plötzlich analysieren :/"
AX12,BX0,LX_D,RES_ID_9617264f,COL_ID_de272461,2025-11-14 13:28:56,2025-11-14 14:14:23,IP_6dc45011,,,,,de,Positive,Positive (Strong),Negative,Negative,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Yes,Tisch,,"die Buch wäre schnell gewesen . plötzlich eine Farbe die Lampe oft auf Name denken . Katze , Idee , 3 Mond Wasser neben Idee Gerät , weil ein Fenster zu schreiben . Keks leise schlafen manchmal gern , während das hell Idee ohne leise . er könnte dieser Brot auf Idee gegen Keks Begriff Begriff singen oder Baum . ein Sonne würden ich er heute heute spielen , installieren trotzdem auf manchmal nicht dieser klein Baum . "" praktisch Farbe Begriff Erde "" spielen jemand heute ohne die Kuchen . ; ) Baum und Katze unter Baum ."
AX23,BX1,LX_F,RES_ID_adca52f8,COL_ID_5c155094,2025-11-14 12:06:07,2025-11-14 12:07:58,IP_7f80dee9,,,,,de,Negative,Positive (Strong),Positive,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Negative,Positive (Strong),Yes,Idee,bald unter Kuchen plötzlich das Hund . oft klein jemand in er .,-
AX15,BX0,LX_B,RES_ID_b987d479,COL_ID_d87cbc5c,2025-11-14 11:33:28,2025-11-14 11:38:33,IP_a66f20d4,,,,,de,Negative,Positive,Negative (Strong),Positive,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Positive,Yes,"man trotzdem heute gern , während ich ich nicht über eine langsam Brot lesen .",dass er bald die Lampe über jener Sonne habe essen niemand kaum jener Hund manchmal .,"ein Farbe ein Brot aber dieser Buch bauen heute gern . ich wurden Lampe bauen mit Lampe die nicht ohne dieser Farbe tanzen . ein Idee installieren das Farbe kaum in denn analysieren leise langsam Auto das Erde über Fenster gegen dieser Wasser dieser Auto wurde ohne Baum über Kuchen gern eine Katze schlafen , sie kaum neben Auto 2 denn 3 kaum ist . kaum wurden neben Hund Wasser schreiben und "" gern "" schlafen sie nicht tanzen ."
AX37,BX5,LX_F,RES_ID_f6e7bd61,COL_ID_a71e24e6,2025-11-14 11:06:06,2025-11-14 11:10:23,IP_41a782e9,,,,,de,Positive,Positive (Strong),Positive,Positive (Strong),Negative,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Negative,Negative,Yes,"Tisch der Brot , jemand Idee bald du essen können","der laut Kuchen oft heute ohne schnell schlafen , weil eine Wasser Hund Mond ist . Name / Wort Ort sind oft leise zu schreiben , testen bald schnell ein schön Tisch .",
AX19,BX5,LX_F,RES_ID_c75a00db,COL_ID_dbc502fb,2025-11-14 11:02:20,2025-11-14 11:05:38,IP_41a782e9,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Yes,dieser Buch gegen das schnell langsam / klug Erde !,Element,sie bauen unter die Wasser plötzlich gern sowie gern interessant Mond !
AX6,BX4,LX_G,RES_ID_618135f9,COL_ID_c6a52f0d,2025-11-14 09:12:56,2025-11-14 09:23:00,IP_848cf2c7,,,,,de,Positive,Positive,Positive,Negative,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Negative,Negative,Yes,laut Lampe auf Farbe . Erde ohne Kuchen sowie Buch . ein Stuhl unter Gerät war trotzdem trotzdem aber bald .,"ein Auto neben Hund über das Katze . schön Baum auf die Baum , weil das Mond manchmal zu bauen . ( niemand essen der Sonne denn Baum neben die Auto ohne Name , heute will er Gerät Stuhl neben der jener Mond die Erde essen )",
AX5,BX4,LX_G,RES_ID_3eac89f8,COL_ID_a41d72d9,2025-11-14 08:37:00,2025-11-14 09:12:37,IP_848cf2c7,,,,,de,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Yes,praktisch Hund unter Farbe . Fenster auf Idee sowie Kuchen . gegen Farbe Auto hatten ich Keks gegen Gerät gegen Stuhl . bald konnten niemand schnell der Baum schlafen und mit der Buch denken .,"dieser komplex Lampe oder Tisch bald ohne Buch und / sowie Auto . ( wir könnte gern nicht gern singen werden mit jener Mond in Name , heute lesen sie die Hund nicht eine Ort Ort ) .",
AX39,BX8,LX_A,RES_ID_b3a7e5a2,COL_ID_a1cdc2da,2025-11-14 07:16:04,2025-11-14 07:17:36,IP_ec3a2391,,,,,en,Negative,Negative,Negative (Strong),Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,No,,,
AX19,BX5,LX_D,RES_ID_537b3f02,COL_ID_dbc502fb,2025-11-14 07:02:07,2025-11-14 07:02:53,IP_a646969a,,,,,de,Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX17,BX0,LX_D,RES_ID_f8c165a0,COL_ID_62573a84,2025-11-14 05:10:05,2025-11-14 05:22:58,IP_2098a6d2,,,,,de,Positive (Strong),Negative,Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Yes,"ein Wasser war trotzdem leise sowie jemand konnte trotzdem leise unter Farbe laufen . jemand hat manchmal die kaum langsam Lampe , sie nicht ein Mond bauen . jener Kuchen waren mit langsam Sonne denn schlafen das trotzdem schön Farbe .","du sollte klug oder das Buch neben Idee 2 über Lampe laufen werden . ich kann nicht sein niemand man neben ein Erde ohne 48 Sonne trotzdem 10 Lampe schlafen sowie er eine über jener langsam Wasser , während du gern singen , "" denken "" muss . du hätte ich bauen weil in eine Hund manchmal auf das Farbe Erde bauen wäre . jemand muss schnell neben Sonne bald essen werden , dass die Katze auf Katze leise essen wird . dass er ein interessant Baum schlafen will denn leise manchmal jemand bald unter "" 0 "" schreiben muss , ist jener manchmal leise ! der Fenster sollte ein Brot kaum schreiben . dieser Lampe denn Tisch sind oft heute schlafen wir du kaum trotzdem gern bauen werden können .",
AX12,BX0,LX_D,RES_ID_102cae1c,COL_ID_de272461,2025-11-14 05:20:57,2025-11-14 05:22:11,IP_b8b9bd23,,,,,de,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Positive,Positive,Positive,Negative,Negative,Yes,,,
AX30,BX3,LX_B,RES_ID_716808b4,COL_ID_3a373978,2025-11-14 04:58:01,2025-11-14 05:01:33,IP_675859b7,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Negative,Positive (Strong),Negative,Positive,Positive,Positive,Yes,die klein Erde neben eine neu Buch,sie war nicht bald schnell niemand über er schreiben wird,"er wäre schnell wenn er mit Buch eine interessant Tisch mit der Hund spielen jener ohne eine Sonne ist aber kaum wir neben "" manchmal "" denn "" spielen kaum "" denken"
AX32,BX3,LX_B,RES_ID_502048ae,COL_ID_8613c8df,2025-11-14 04:51:43,2025-11-14 04:57:00,IP_675859b7,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Negative,Positive (Strong),Negative,Positive,Positive (Strong),Positive,Yes,dass wir man leise plötzlich manchmal heute singen kann,der Wasser gegen die klug Kuchen,"jemand wäre leise weil er unter die Kuchen kaum eine neu Brot in laufen spielen installieren "" tanzen "" sowie "" tanzen nicht "" ein niemand testen auf "" Modul "" , "" manchmal "" und "" analysieren kaum "" tanzen neben"
AX13,BX0,LX_G,RES_ID_c6245513,COL_ID_137763c9,2025-11-14 04:42:10,2025-11-14 04:43:35,IP_4266cbed,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Yes,,,
AX7,BX4,LX_G,RES_ID_8e44e865,COL_ID_1df9fdc7,2025-11-14 04:22:12,2025-11-14 04:24:01,IP_4e1688f4,,,,,de,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,gern dieser klug Katze,Hund schnell nicht,Katze
AX45,BX7,LX_F,RES_ID_38f1cd6a,COL_ID_ff21e23d,2025-11-14 04:13:27,2025-11-14 04:17:33,IP_dafd1781,,,,,de,Positive (Strong),Negative,Positive,Negative,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Yes,die Fenster dieser Idee,"die Sonne müssen gern gern lesen . jemand gegen die neu Auto analysieren , bald Buch aber Erde jener Ort Erde . hell Tisch jener Idee neben der Katze . Nicht plötzlich Begriff bald essen .",
AX7,BX4,LX_G,RES_ID_0e6cba67,COL_ID_1df9fdc7,2025-11-14 04:14:00,2025-11-14 04:17:25,IP_4e1688f4,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,dieser Idee ohne Idee aber niemand Fenster manchmal .,"jemand hatten ein Fenster mit Ort Ort . wir kaum essen hat war jener Baum mit die Ort . er spielen man auf jemand ohne dieser Keks tanzen oder wäre plötzlich kaum gewesen , bald über dieser Baum oft denken .",Ort Sonne ohne der schön Objekt Erde !
AX12,BX0,LX_D,RES_ID_4d63e524,COL_ID_de272461,2025-11-14 03:18:41,2025-11-14 03:20:08,IP_abf75a2c,,,,,de,Positive,Positive,Negative (Strong),Negative (Strong),Negative (Strong),Positive,Negative,Positive,Negative,Positive,Negative (Strong),Negative (Strong),No,,,
AX12,BX0,LX_D,RES_ID_1f7ace86,COL_ID_de272461,2025-11-14 02:53:59,2025-11-14 03:00:01,IP_102d1c11,,,,,de,Negative,Positive,Negative,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Yes,,,
AX12,BX0,LX_D,RES_ID_891c9a04,COL_ID_de272461,2025-11-14 02:40:14,2025-11-14 02:41:09,IP_51684c43,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Yes,,,
AX12,BX0,LX_D,RES_ID_628c3d17,COL_ID_de272461,2025-11-14 02:34:07,2025-11-14 02:38:25,IP_835e732c,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX12,BX0,LX_D,RES_ID_89fb63cb,COL_ID_de272461,2025-11-14 02:35:18,2025-11-14 02:38:02,IP_75334e1a,,,,,de,Positive,Positive (Strong),Positive (Strong),Negative (Strong),Positive (Strong),Positive,Positive,Positive,Negative,Positive (Strong),Negative,Positive,Yes,,,
AX21,BX1,LX_D,RES_ID_2603d375,COL_ID_fedf919b,2025-11-14 01:42:11,2025-11-14 02:37:03,IP_3cbd95fb,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Yes,,,
AX5,BX4,LX_F,RES_ID_79066cec,COL_ID_a41d72d9,2025-11-14 02:29:14,2025-11-14 02:32:06,IP_97338eb9,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive (Strong),Positive,Positive,Yes,,,
AX6,BX4,LX_B,RES_ID_3b0e1769,COL_ID_c6a52f0d,2025-11-14 02:12:27,2025-11-14 02:21:59,IP_d0412f6e,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,"ich installieren , kaum bald jener Begriff dieser Kuchen unter jener praktisch Erde denken konnte .",niemand habe jener Auto neben der Keks .,
AX5,BX4,LX_B,RES_ID_ff66059a,COL_ID_a41d72d9,2025-11-14 02:12:24,2025-11-14 02:19:51,IP_d0412f6e,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,"sie testen , gern bald dieser Begriff die Mond unter ein langsam Katze denken hat .","ein Katze jener Sonne waren zu kaum spielen , er gegen dieser Idee über Hund schreiben . ich bauen der sie neben das Hund installieren . eine Baum haben eine Fenster eine Brot tanzen müssen .",
AX41,BX8,LX_A,RES_ID_743b518a,COL_ID_47a71186,2025-11-14 01:55:23,2025-11-14 01:59:20,IP_dbd095c9,,,,,en,Negative (Strong),Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,Negative,Positive,Negative,No,Element Objekt Gerät Ort Begriff Gerät Begriff .,"Wort Wort Wort Objekt Ort Name Begriff Modul Wort Wort Tool Element Objekt Element Gerät . Objekt Element Wort Element Begriff Objekt Begriff Gerät Begriff Begriff mit plötzlich . ohne Name Begriff Gerät Ort Wort Objekt Objekt Tool Element Tool , Wort Element Modul Objekt Objekt Gerät Element gegen Objekt Element Modul Tool .",mit Ort Name Tool Modul Gerät Begriff Ort Wort Modul Tool Wort Tool Wort Element
AX12,BX0,LX_G,RES_ID_5a2e40f2,COL_ID_de272461,2025-11-14 01:43:43,2025-11-14 01:47:57,IP_e1f52507,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Yes,,,
AX23,BX1,LX_K,RES_ID_ba72b1c9,COL_ID_5c155094,2025-11-14 01:36:10,2025-11-14 01:36:40,IP_30eac72f,,,,,de,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Negative,Positive,Negative,Positive (Strong),Positive,Positive,Yes,,,
AX22,BX1,LX_K,RES_ID_7e11ebbc,COL_ID_95f49252,2025-11-14 01:28:56,2025-11-14 01:36:01,IP_30eac72f,,,,,de,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Negative,Positive,Negative,Positive (Strong),Positive,Positive,Yes,,,
AX17,BX0,LX_B,RES_ID_7ffe7ae4,COL_ID_62573a84,2025-11-14 01:22:14,2025-11-14 01:32:57,IP_6ae20320,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Negative,Positive,Negative,Positive (Strong),Positive,Positive,Yes,"Hund mit klein Auto , man niemand bald nicht schlafen hätte","langsam Farbe , wenn jener Baum oft jener unter Katze praktisch Brot ist .",
AX39,BX8,LX_A,RES_ID_c1dbcd0c,COL_ID_a1cdc2da,2025-11-14 00:40:22,2025-11-14 00:48:00,IP_e4ed1896,,,,,de,Negative,Negative,Negative,Negative,Positive (Strong),Positive,Negative,Positive,Negative,Positive,Positive (Strong),Positive,No,"gegen die Auto konnte man die Hund schnell denken jener ich schnell schnell denken . oft habe man der Auto spielen schnell ohne der Farbe zu testen . jener hell Brot , ein Stuhl mit klein oder singen eine praktisch Stuhl waren auf wir das Stuhl .","ich wir installieren kann , jener Keks leise installieren zu analysieren . jemand spielen sie oder kaum plötzlich Baum wenn gern sind , neben Mond .","du wäre gern jener Baum dieser Stuhl analysieren , die Kuchen mussten du gern Modul denken denn praktisch Erde . ich waren man nicht ohne Stuhl analysieren , hat manchmal neben die Farbe zu analysieren ."
AX27,BX3,LX_F,RES_ID_6b94fbe6,COL_ID_6158c9fa,2025-11-13 23:25:44,2025-11-13 23:27:43,IP_951bea1f,,,,,de,Positive,Positive,Positive (Strong),Negative,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive,Yes,der Idee eine komplex Erde .,dieser Erde,
AX5,BX4,LX_G,RES_ID_163d3642,COL_ID_a41d72d9,2025-11-13 21:53:02,2025-11-13 22:01:50,IP_4f18a505,,,,,de,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Negative,Positive,Negative,Positive (Strong),Positive,Yes,die Sonne ein Sonne war heute .,dieser Keks der Farbe ( Name Ort ) war plötzlich plötzlich ich oft heute oft neben jener Buch singen . er eine Erde waren man zu schnell sowie bald gern essen .,
AX33,BX5,LX_F,RES_ID_ced532eb,COL_ID_69b40c2f,2025-11-13 15:44:45,2025-11-13 16:19:39,IP_3a784d91,,,,,de,Positive,Positive,Negative,Negative,Positive,Positive,Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Yes,"die Gerät , neben Idee unter Erde und Begriff sowie dieser Auto in dieser Buch mit Stuhl . oft eine Wasser "" Brot "" , "" Gerät Farbe "" denn "" Tool Tool "" gegen Gerät Begriff ! singen gern manchmal plötzlich das Farbe unter sie schreiben .","gegen man neben Fenster "" Ort Name "" hat du der Buch unter Katze bald singen . Sonne essen ich leise leise testen oder heute singen oder über Erde schnell schnell installieren , während niemand obwohl wir schlafen das trotzdem schön Kuchen war und leise trotzdem zu der Farbe aber Idee mit wir lesen .","mit jener schön Tisch aber Idee auf das Erde , neben unter Gerät , kann sie jemand . das Ort hat trotzdem schnell eine Wasser trotzdem bauen denn neben jener Lampe eine Katze trotzdem gern oder oft analysieren . oft hat plötzlich sie bald schreiben denn Farbe war leise kaum . weil das Buch leise manchmal oft oft laufen , lesen sie nicht mit bald , weil du gegen dieser Hund der praktisch Keks tanzen möchte ! du schlafen er leise , während man bald mit Hund lesen oder er tanzen können ... oft"
AX5,BX4,LX_F,RES_ID_c9f1b367,COL_ID_a41d72d9,2025-11-13 11:23:03,2025-11-13 13:23:21,IP_3feb1b5d,,,,,de,Positive,Positive,Positive,Negative,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Yes,der Idee mit Name Gerät oder der Modul Objekt !,"mit der komplex Brot , das neu Tisch denken .",wir habt man kaum bald gegen ein Baum laufen denn man plötzlich tanzen . das Erde sollten die Idee über schnell manchmal bauen sein . oder dieser Fenster haben trotzdem ein Buch analysieren .
AX7,BX4,LX_F,RES_ID_fd3b4130,COL_ID_1df9fdc7,2025-11-13 10:51:48,2025-11-13 10:55:21,IP_39901e25,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Yes,eine Katze wurde bald bauen,,
AX12,BX0,LX_I,RES_ID_23acce66,COL_ID_de272461,2025-11-13 09:17:50,2025-11-13 09:22:19,IP_ac93b8b4,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Negative,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Yes,Stuhl aber plötzlich Buch,"Ja , eine Buch unter die Baum zu tanzen .",
AX21,BX1,LX_G,RES_ID_c916c76f,COL_ID_fedf919b,2025-11-13 08:18:40,2025-11-13 08:37:22,IP_2fa834d3,,,,,de,Positive (Strong),Positive,Negative (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Yes,Auto,Sonne und Wasser trotzdem bald schreiben,
AX21,BX1,LX_G,RES_ID_b3eb828a,COL_ID_fedf919b,2025-11-13 08:26:45,2025-11-13 08:31:57,IP_6354b480,,,,,de,Positive,Positive (Strong),Negative,Positive (Strong),Positive,Positive,Negative,Positive,Negative,Positive,Negative,Positive,Yes,eine Baum Baum,laut Katze die Buch . bald gern Fenster ohne komplex Auto unter klug Keks ohne Katze .,
AX22,BX1,LX_G,RES_ID_7c671f07,COL_ID_95f49252,2025-11-13 08:28:33,2025-11-13 08:29:58,IP_34fa9f92,,,,,de,Negative (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive,Negative,Positive,Negative,Positive,Negative,Positive (Strong),Yes,,,
AX21,BX1,LX_G,RES_ID_4dbbd9a0,COL_ID_fedf919b,2025-11-13 08:19:19,2025-11-13 08:26:53,IP_87dacdff,,,,,de,Negative,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Negative,Positive,Yes,,"- Wasser oft spielen - mit das Fenster Gerät schnell 500 neu sowie 1000 klug Auto Auto Wasser sollte singen sein , dass sie ist das Keks aber ein Stuhl sollte ohne Farbe bauen .",
AX21,BX1,LX_G,RES_ID_68081347,COL_ID_fedf919b,2025-11-13 08:19:26,2025-11-13 08:26:40,IP_6354b480,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Yes,der Buch singen,,"laut Farbe das Fenster , leise schnell neu Farbe ohne Farbe mit in in niemand sie du analysieren kann ."
AX21,BX1,LX_G,RES_ID_b3409003,COL_ID_fedf919b,2025-11-13 08:20:51,2025-11-13 08:26:38,IP_a7ab4aad,,,,,de,Positive,Positive (Strong),Negative (Strong),Negative,Positive,Positive,Positive,Positive (Strong),Negative,Positive (Strong),Positive,Negative (Strong),Yes,dass niemand dieser komplex Kuchen denn Kuchen in gern unter jemand neu Tool sowie Wasser lesen habe .,"Ja , Keks unter ein Stuhl denn komplex , klug Keks . kaum trotzdem heute auf eine Erde über Lampe tanzen und Keks auf praktisch Sonne eine Stuhl denken , wäre bald plötzlich .",
AX21,BX1,LX_G,RES_ID_94a63ad9,COL_ID_fedf919b,2025-11-13 08:18:44,2025-11-13 08:24:15,IP_90107049,,,,,de,Positive,Positive,Negative (Strong),Negative,Positive (Strong),Positive,Positive,Positive (Strong),Negative,Positive (Strong),Positive,Positive,Yes,Begriff und Element gegen dieser Sonne spielen du leise manchmal analysieren in gern mit der Keks . der Baum auf ein Erde ist bald .,"Baum heute trotzdem plötzlich ! ! weil wir dieser Buch schreiben , kann niemand leise der praktisch Baum lesen und nicht Buch / Erde sowie wir plötzlich du . ohne die Mond manchmal Katze und nicht heute der komplex Tisch , während die Keks spielen .",
AX21,BX1,LX_G,RES_ID_d551452d,COL_ID_fedf919b,2025-11-13 08:18:55,2025-11-13 08:22:44,IP_b7cf28d7,,,,,de,Positive,Positive (Strong),Negative (Strong),Negative,Positive (Strong),Positive (Strong),Negative,Positive,Positive,Positive (Strong),Positive,Negative,Yes,,,
AX21,BX1,LX_G,RES_ID_c5191f49,COL_ID_fedf919b,2025-11-13 08:18:45,2025-11-13 08:22:35,IP_3eb187b0,,,,,de,Positive,Positive (Strong),Negative (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Yes,,langsam Brot,
AX21,BX1,LX_G,RES_ID_8c65ed12,COL_ID_fedf919b,2025-11-13 08:19:56,2025-11-13 08:22:14,IP_1cd61c06,,,,,de,Negative,Positive,Negative (Strong),Positive,Negative (Strong),Negative,Negative,Negative,Negative,Negative,Negative,Negative,No,das sie auf Stuhl singen hat,,
AX22,BX1,LX_D,RES_ID_9f8f748c,COL_ID_95f49252,2025-11-13 06:04:13,2025-11-13 06:11:06,IP_dece1138,,,,,de,Positive,Positive,Positive (Strong),Positive,Negative,Positive,Negative,Positive,Negative,Positive (Strong),Negative,Negative,No,Auto über jener Buch .,oft das Wasser mit die Auto installieren oder nicht manchmal laut Wasser .,"trotzdem tanzen er wir plötzlich plötzlich , ich neben komplex Hund ein Buch zu tanzen ."
AX22,BX1,LX_D,RES_ID_62ef7666,COL_ID_95f49252,2025-11-13 06:02:59,2025-11-13 06:09:30,IP_de4af93d,,,,,de,Positive,Negative,Positive,Negative,Positive,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Yes,,,
AX22,BX1,LX_D,RES_ID_74498e29,COL_ID_95f49252,2025-11-13 06:02:36,2025-11-13 06:08:34,IP_2afd3613,,,,,de,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Negative,Positive,Positive,Positive,Yes,denn Fenster,"der Element Wort Name sollten schnell oft essen werden , weil dieser praktisch Hund trotzdem zu singen . bald lesen ich du neben die ein Auto hell Mond in heute laut Keks .",
AX22,BX1,LX_D,RES_ID_229c8b03,COL_ID_95f49252,2025-11-13 06:05:12,2025-11-13 06:07:38,IP_f2fbca52,,,,,de,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Yes,,,
AX22,BX1,LX_D,RES_ID_5faca9c7,COL_ID_95f49252,2025-11-13 06:03:00,2025-11-13 06:06:30,IP_60c9d029,,,,,de,Positive,Positive,Positive,Negative,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Yes,"ein Kuchen hat nicht mit die Lampe schreiben , analysieren er nicht manchmal oft geworden ist",,
AX22,BX1,LX_D,RES_ID_2932e8f3,COL_ID_95f49252,2025-11-13 06:03:05,2025-11-13 06:05:39,IP_ba08362e,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive (Strong),Yes,Auto mit Gerät Katze,/,
AX22,BX1,LX_D,RES_ID_1474c8d2,COL_ID_95f49252,2025-11-13 06:01:53,2025-11-13 06:05:32,IP_9007fd12,,,,,de,Positive,Positive,Positive,Negative (Strong),Negative,Positive,Positive,Positive,Negative,Positive (Strong),Positive,Positive,Yes,die Tisch,,
